client_id,round_number,hierarchy,num_samples,bytes_written,bytes_read,local_computations
15,0,,75,26414840,26414840,8898836154
31,0,,75,26414840,26414840,8793211986
18,0,,85,26414840,26414840,9981483876
24,0,,84,26414840,26414840,9875859708
12,0,,84,26414840,26414840,9889062729
14,0,,176,26414840,26414840,20794758075
28,0,,85,26414840,26414840,10087108044
22,0,,83,26414840,26414840,9849453666
4,0,,168,26414840,26414840,19883749626
33,0,,177,26414840,26414840,21006006411
30,0,,161,26414840,26414840,19091568366
23,0,,84,26414840,26414840,9902265750
9,0,,82,26414840,26414840,9743829498
5,0,,86,26414840,26414840,10219138254
8,0,,163,26414840,26414840,19302816702
13,0,,77,26414840,26414840,9083678448
1,0,,134,26414840,26414840,15843625200
2,0,,87,26414840,26414840,10298356380
11,0,,87,26414840,26414840,10245544296
0,0,,86,26414840,26414840,10219138254
7,0,,138,26414840,26414840,16358543019
26,0,,77,26414840,26414840,9070475427
32,0,,175,26414840,26414840,20794758075
19,0,,74,26414840,26414840,8766805944
6,0,,134,26414840,26414840,15856828221
20,0,,165,26414840,26414840,19606486185
27,0,,84,26414840,26414840,9941874813
25,0,,174,26414840,26414840,20596712760
3,0,,75,26414840,26414840,8898836154
29,0,,87,26414840,26414840,10271950338
16,0,,173,26414840,26414840,20438276508
21,0,,134,26414840,26414840,15909640305
17,0,,161,26414840,26414840,19038756282
34,0,,143,26414840,26414840,16952678964
10,0,,85,26414840,26414840,10060702002
3,1,,75,26414840,26414840,8898836154
17,1,,161,26414840,26414840,19038756282
26,1,,77,26414840,26414840,9070475427
12,1,,84,26414840,26414840,9889062729
21,1,,134,26414840,26414840,15909640305
32,1,,175,26414840,26414840,20794758075
28,1,,85,26414840,26414840,10087108044
18,1,,85,26414840,26414840,9981483876
2,1,,87,26414840,26414840,10298356380
13,1,,77,26414840,26414840,9083678448
6,1,,134,26414840,26414840,15856828221
29,1,,87,26414840,26414840,10271950338
4,1,,168,26414840,26414840,19883749626
11,1,,87,26414840,26414840,10245544296
9,1,,82,26414840,26414840,9743829498
15,1,,75,26414840,26414840,8898836154
1,1,,134,26414840,26414840,15843625200
25,1,,174,26414840,26414840,20596712760
23,1,,84,26414840,26414840,9902265750
31,1,,75,26414840,26414840,8793211986
19,1,,74,26414840,26414840,8766805944
24,1,,84,26414840,26414840,9875859708
10,1,,85,26414840,26414840,10060702002
34,1,,143,26414840,26414840,16952678964
7,1,,138,26414840,26414840,16358543019
22,1,,83,26414840,26414840,9849453666
8,1,,163,26414840,26414840,19302816702
14,1,,176,26414840,26414840,20794758075
20,1,,165,26414840,26414840,19606486185
5,1,,86,26414840,26414840,10219138254
33,1,,177,26414840,26414840,21006006411
16,1,,173,26414840,26414840,20438276508
27,1,,84,26414840,26414840,9941874813
30,1,,161,26414840,26414840,19091568366
0,1,,86,26414840,26414840,10219138254
0,2,,86,26414840,26414840,10219138254
1,2,,134,26414840,26414840,15843625200
18,2,,85,26414840,26414840,9981483876
16,2,,173,26414840,26414840,20438276508
3,2,,75,26414840,26414840,8898836154
20,2,,165,26414840,26414840,19606486185
14,2,,176,26414840,26414840,20794758075
23,2,,84,26414840,26414840,9902265750
30,2,,161,26414840,26414840,19091568366
29,2,,87,26414840,26414840,10271950338
8,2,,163,26414840,26414840,19302816702
13,2,,77,26414840,26414840,9083678448
21,2,,134,26414840,26414840,15909640305
5,2,,86,26414840,26414840,10219138254
25,2,,174,26414840,26414840,20596712760
27,2,,84,26414840,26414840,9941874813
11,2,,87,26414840,26414840,10245544296
2,2,,87,26414840,26414840,10298356380
31,2,,75,26414840,26414840,8793211986
7,2,,138,26414840,26414840,16358543019
28,2,,85,26414840,26414840,10087108044
32,2,,175,26414840,26414840,20794758075
22,2,,83,26414840,26414840,9849453666
15,2,,75,26414840,26414840,8898836154
9,2,,82,26414840,26414840,9743829498
33,2,,177,26414840,26414840,21006006411
6,2,,134,26414840,26414840,15856828221
4,2,,168,26414840,26414840,19883749626
34,2,,143,26414840,26414840,16952678964
10,2,,85,26414840,26414840,10060702002
19,2,,74,26414840,26414840,8766805944
17,2,,161,26414840,26414840,19038756282
12,2,,84,26414840,26414840,9889062729
24,2,,84,26414840,26414840,9875859708
26,2,,77,26414840,26414840,9070475427
21,3,,134,26414840,26414840,15909640305
20,3,,165,26414840,26414840,19606486185
33,3,,177,26414840,26414840,21006006411
34,3,,143,26414840,26414840,16952678964
14,3,,176,26414840,26414840,20794758075
6,3,,134,26414840,26414840,15856828221
10,3,,85,26414840,26414840,10060702002
11,3,,87,26414840,26414840,10245544296
29,3,,87,26414840,26414840,10271950338
4,3,,168,26414840,26414840,19883749626
1,3,,134,26414840,26414840,15843625200
17,3,,161,26414840,26414840,19038756282
9,3,,82,26414840,26414840,9743829498
7,3,,138,26414840,26414840,16358543019
2,3,,87,26414840,26414840,10298356380
27,3,,84,26414840,26414840,9941874813
31,3,,75,26414840,26414840,8793211986
19,3,,74,26414840,26414840,8766805944
18,3,,85,26414840,26414840,9981483876
26,3,,77,26414840,26414840,9070475427
12,3,,84,26414840,26414840,9889062729
25,3,,174,26414840,26414840,20596712760
16,3,,173,26414840,26414840,20438276508
0,3,,86,26414840,26414840,10219138254
30,3,,161,26414840,26414840,19091568366
8,3,,163,26414840,26414840,19302816702
15,3,,75,26414840,26414840,8898836154
24,3,,84,26414840,26414840,9875859708
5,3,,86,26414840,26414840,10219138254
22,3,,83,26414840,26414840,9849453666
28,3,,85,26414840,26414840,10087108044
23,3,,84,26414840,26414840,9902265750
3,3,,75,26414840,26414840,8898836154
32,3,,175,26414840,26414840,20794758075
13,3,,77,26414840,26414840,9083678448
21,4,,134,26414840,26414840,15909640305
31,4,,75,26414840,26414840,8793211986
11,4,,87,26414840,26414840,10245544296
19,4,,74,26414840,26414840,8766805944
33,4,,177,26414840,26414840,21006006411
17,4,,161,26414840,26414840,19038756282
13,4,,77,26414840,26414840,9083678448
30,4,,161,26414840,26414840,19091568366
3,4,,75,26414840,26414840,8898836154
9,4,,82,26414840,26414840,9743829498
16,4,,173,26414840,26414840,20438276508
18,4,,85,26414840,26414840,9981483876
24,4,,84,26414840,26414840,9875859708
28,4,,85,26414840,26414840,10087108044
29,4,,87,26414840,26414840,10271950338
2,4,,87,26414840,26414840,10298356380
27,4,,84,26414840,26414840,9941874813
12,4,,84,26414840,26414840,9889062729
25,4,,174,26414840,26414840,20596712760
20,4,,165,26414840,26414840,19606486185
32,4,,175,26414840,26414840,20794758075
23,4,,84,26414840,26414840,9902265750
7,4,,138,26414840,26414840,16358543019
4,4,,168,26414840,26414840,19883749626
26,4,,77,26414840,26414840,9070475427
5,4,,86,26414840,26414840,10219138254
0,4,,86,26414840,26414840,10219138254
14,4,,176,26414840,26414840,20794758075
34,4,,143,26414840,26414840,16952678964
1,4,,134,26414840,26414840,15843625200
6,4,,134,26414840,26414840,15856828221
8,4,,163,26414840,26414840,19302816702
15,4,,75,26414840,26414840,8898836154
22,4,,83,26414840,26414840,9849453666
10,4,,85,26414840,26414840,10060702002
22,5,,83,26414840,26414840,9849453666
18,5,,85,26414840,26414840,9981483876
3,5,,75,26414840,26414840,8898836154
7,5,,138,26414840,26414840,16358543019
23,5,,84,26414840,26414840,9902265750
32,5,,175,26414840,26414840,20794758075
15,5,,75,26414840,26414840,8898836154
30,5,,161,26414840,26414840,19091568366
34,5,,143,26414840,26414840,16952678964
8,5,,163,26414840,26414840,19302816702
14,5,,176,26414840,26414840,20794758075
0,5,,86,26414840,26414840,10219138254
6,5,,134,26414840,26414840,15856828221
25,5,,174,26414840,26414840,20596712760
12,5,,84,26414840,26414840,9889062729
29,5,,87,26414840,26414840,10271950338
17,5,,161,26414840,26414840,19038756282
24,5,,84,26414840,26414840,9875859708
13,5,,77,26414840,26414840,9083678448
31,5,,75,26414840,26414840,8793211986
20,5,,165,26414840,26414840,19606486185
9,5,,82,26414840,26414840,9743829498
5,5,,86,26414840,26414840,10219138254
